simx,simy
3789,46.10285
3790,46.104385
3791,46.106106
3792,46.107525
3793,46.109165
3794,46.112404
3795,46.119602
3796,46.13428
3797,46.16261
3798,46.207565
3799,46.277798
3800,46.365826
3801,46.483597
3802,46.641617
3803,46.804985
3804,47.011295
3805,47.22892
3806,47.45772
3807,47.71166
3808,47.981865
3809,48.277767
3810,48.550545
3811,48.85698
3812,49.12169
3813,49.420494
3814,49.690804
3815,49.97783
3816,50.23833
3817,50.502953
3818,50.76506
3819,51.001118
3820,51.231216
3821,51.45604
3822,51.654026
3823,51.853073
3824,52.02887
3825,52.198933
3826,52.348446
3827,52.48049
3828,52.60769
3829,52.71931
3830,52.81497
3831,52.897892
3832,52.967537
3833,53.03426
3834,53.08661
3835,53.132584
3836,53.169304
3837,53.19785
3838,53.22191
3839,53.24203
3840,53.258377
3841,53.27085
3842,53.28211
3843,53.293076
3844,53.30373
3845,53.314365
3846,53.325687
3847,53.339848
3848,53.354565
3849,53.372326
3850,53.39399
3851,53.417835
3852,53.44459
3853,53.47451
3854,53.508728
3855,53.544327
3856,53.583534
3857,53.623856
3858,53.672527
3859,53.72222
3860,53.7768
3861,53.83232
3862,53.886932
3863,53.945263
3864,54.01006
3865,54.068928
3866,54.13613
3867,54.197384
3868,54.26212
3869,54.322292
3870,54.382385
3871,54.4386
3872,54.493385
3873,54.546043
3874,54.590183
3875,54.6342
3876,54.66635
3877,54.705418
3878,54.735123
3879,54.76165
3880,54.785686
3881,54.80542
3882,54.822975
3883,54.83712
3884,54.849403
3885,54.85976
3886,54.86892
3887,54.87704
3888,54.88346
3889,54.890053
3890,54.89618
3891,54.90185
3892,54.908154
3893,54.914146
3894,54.92142
3895,54.928806
3896,54.937344
3897,54.946377
3898,54.956795
3899,54.967384
3900,54.978954
3901,54.991955
3902,55.00556
3903,55.018883
3904,55.03501
3905,55.050476
3906,55.065353
3907,55.082256
3908,55.09892
3909,55.1149
3910,55.130833
3911,55.14684
3912,55.163754
3913,55.177742
3914,55.192772
3915,55.205612
3916,55.21845
3917,55.23112
3918,55.241768
3919,55.251236
3920,55.26083
3921,55.2695
3922,55.277046
3923,55.283188
3924,55.288628
3925,55.293255
3926,55.29661
3927,55.298717
3928,55.300983
3929,55.302204
3930,55.302807
3931,55.303257
3932,55.303432
3933,55.303482
3934,55.303436
3935,55.30319
3936,55.3029
3937,55.302708
3938,55.302517
3939,55.30203
3940,55.30135
3941,55.30065
3942,55.300148
3943,55.299755
3944,55.29952
3945,55.299217
3946,55.299088
3947,55.299267
3948,55.299816
3949,55.300365
3950,55.30111
3951,55.301968
3952,55.30298
3953,55.303776
3954,55.304794
3955,55.30653
3956,55.30872
3957,55.3113
3958,55.31424
3959,55.317455
3960,55.32129
3961,55.325153
3962,55.329395
3963,55.33342
3964,55.337444
3965,55.34168
3966,55.34623
3967,55.350487
3968,55.354477
3969,55.358376
3970,55.362423
3971,55.366367
3972,55.370335
3973,55.37393
3974,55.376976
3975,55.379986
3976,55.382847
3977,55.385242
3978,55.38749
3979,55.389393
3980,55.391083
3981,55.392155
3982,55.392937
3983,55.39347
3984,55.39385
3985,55.394073
3986,55.3942
3987,55.394386
3988,55.39464
3989,55.394943
3990,55.395008
3991,55.39469
3992,55.39406
3993,55.39312
3994,55.392067
3995,55.39119
3996,55.39033
3997,55.389442
3998,55.3886
3999,55.38789
4000,55.387203
4001,55.386658
4002,55.386196
4003,55.38565
4004,55.385197
4005,55.38469
4006,55.38415
4007,55.383762
4008,55.383472
4009,55.38316
4010,55.382816
4011,55.38246
4012,55.382317
4013,55.38216
4014,55.38205
4015,55.38203
4016,55.382133
4017,55.382214
4018,55.382412
4019,55.382923
4020,55.38399
4021,55.385235
4022,55.38652
4023,55.388016
4024,55.38947
4025,55.391182
4026,55.39329
4027,55.395405
4028,55.397526
4029,55.399513
4030,55.401768
4031,55.40361
4032,55.405266
4033,55.4064
4034,55.40728
4035,55.408123
4036,55.408974
4037,55.409657
4038,55.41017
4039,55.410385
4040,55.41058
4041,55.41063
4042,55.410435
4043,55.410088
4044,55.40961
4045,55.409073
4046,55.40857
4047,55.408302
4048,55.40832
4049,55.408535
4050,55.408783
4051,55.408985
4052,55.409115
4053,55.40926
4054,55.4094
4055,55.40955
4056,55.409763
4057,55.410084
4058,55.410267
4059,55.410294
4060,55.409973
4061,55.409378
4062,55.408577
4063,55.407642
4064,55.406845
4065,55.406116
4066,55.405346
4067,55.40443
4068,55.4037
4069,55.403297
4070,55.402855
4071,55.40238
4072,55.401855
4073,55.40116
4074,55.400505
4075,55.399998
4076,55.399525
4077,55.39929
4078,55.399162
4079,55.399208
4080,55.39926
4081,55.39913
4082,55.398846
4083,55.398685
4084,55.39862
4085,55.398537
4086,55.398407
4087,55.398457
4088,55.398525
4089,55.39893
4090,55.39978
4091,55.40087
4092,55.402103
4093,55.40346
4094,55.40478
4095,55.405937
4096,55.407097
4097,55.4082
4098,55.409454
4099,55.410442
4100,55.411476
4101,55.41243
4102,55.413555
4103,55.41467
4104,55.415672
4105,55.41673
4106,55.417698
4107,55.418453
4108,55.418915
4109,55.41916
4110,55.419388
4111,55.419685
4112,55.42002
4113,55.420467
4114,55.420776
4115,55.420956
4116,55.421196
4117,55.421513
4118,55.42178
4119,55.42208
4120,55.422134
4121,55.42193
4122,55.421577
4123,55.421078
4124,55.420494
4125,55.419853
4126,55.419403
4127,55.418888
4128,55.418285
4129,55.41759
4130,55.41676
4131,55.415836
4132,55.414917
4133,55.41392
4134,55.413174
4135,55.412598
4136,55.41215
4137,55.411774
4138,55.411514
4139,55.41149
4140,55.411587
4141,55.41169
4142,55.411484
4143,55.411083
4144,55.410503
4145,55.409805
4146,55.408817
4147,55.407967
4148,55.40731
4149,55.406815
4150,55.40648
4151,55.40619
4152,55.405876
4153,55.40561
4154,55.4056
4155,55.405617
4156,55.405624
4157,55.405693
4158,55.405754
4159,55.405823
4160,55.405872
4161,55.405945
4162,55.40601
4163,55.406017
4164,55.40584
4165,55.40559
4166,55.405457
4167,55.405533
4168,55.405853
4169,55.406265
4170,55.40691
4171,55.407528
4172,55.408108
4173,55.4088
4174,55.409554
4175,55.41034
4176,55.411198
4177,55.412144
4178,55.413113
4179,55.41426
4180,55.415413
4181,55.416473
4182,55.41758
4183,55.418537
4184,55.41944
4185,55.420437
4186,55.421513
4187,55.422283
4188,55.422974
4189,55.42347
4190,55.42374
4191,55.423836
4192,55.423977
4193,55.424076
4194,55.42415
4195,55.424374
4196,55.424786
4197,55.425373
4198,55.426083
4199,55.4268
4200,55.427372
4201,55.427788
4202,55.427975
4203,55.427837
4204,55.42743
4205,55.42687
4206,55.42622
4207,55.425343
4208,55.424343
4209,55.423344
4210,55.42253
4211,55.421566
4212,55.420498
4213,55.419315
4214,55.41831
4215,55.417343
4216,55.41645
4217,55.41539
4218,55.41423
4219,55.413048
4220,55.41186
4221,55.410812
4222,55.409843
4223,55.408867
4224,55.40772
4225,55.40663
4226,55.405388
4227,55.404324
4228,55.40356
4229,55.403084
4230,55.402664
4231,55.402405
4232,55.402283
4233,55.40223
4234,55.401787
4235,55.40125
4236,55.400715
4237,55.40016
4238,55.399708
4239,55.399395
4240,55.399197
4241,55.399223
4242,55.39951
4243,55.40347
4244,55.40478
4245,55.406345
4246,55.40802
4247,55.409554
4248,55.41112
4249,55.412987
4250,55.414726
4251,55.416126
4252,55.417377
4253,55.418995
4254,55.420918
4255,55.422802
4256,55.424995
4257,55.427094
4258,55.428833
4259,55.43075
4260,55.43245
4261,55.43388
4262,55.435043
4263,55.436295
4264,55.437527
4265,55.438698
4266,55.43949
4267,55.44024
4268,55.44048
4269,55.4405
4270,55.440216
4271,55.43992
4272,55.439323
4273,55.438564
4274,55.437435
4275,55.43608
4276,55.43456
4277,55.432846
4278,55.43077
4279,55.42852
4280,55.426044
4281,55.423347
4282,55.420666
4283,55.41747
4284,55.414173
4285,55.410793
4286,55.407215
4287,55.403873
4288,55.400436
4289,55.397213
4290,55.39435
4291,55.39162
4292,55.38909
4293,55.38689
4294,55.38521
4295,55.38334
4296,55.381763
4297,55.380367
4298,55.379616
4299,55.379227
4300,55.379314
4301,55.380955
4302,55.38789
4303,55.401955
4304,55.430862
4305,55.47909
4306,55.54343
4307,55.638805
4308,55.75695
4309,55.890835
4310,56.06362
4311,56.24877
4312,56.457455
4313,56.69125
4314,56.92698
4315,57.17214
4316,57.423664
4317,57.698277
4318,57.956768
4319,58.234447
4320,58.495556
4321,58.769405
4322,59.022625
4323,59.293365
4324,59.526962
4325,59.75878
4326,60.002464
4327,60.213406
4328,60.424953
4329,60.61249
4330,60.789272
4331,60.961384
4332,61.109436
4333,61.252594
4334,61.37588
4335,61.49182
4336,61.58409
4337,61.677208
4338,61.754337
4339,61.818455
4340,61.876705
4341,61.92331
4342,61.962044
4343,61.994106
4344,62.019817
4345,62.040043
4346,62.05561
4347,62.068485
4348,62.079227
4349,62.08942
4350,62.100346
4351,62.11268
4352,62.127117
4353,62.144848
4354,62.16556
4355,62.18808
4356,62.217793
4357,62.246685
4358,62.282883
4359,62.32004
4360,62.35907
4361,62.40267
4362,62.451088
4363,62.498703
4364,62.549538
4365,62.59998
4366,62.651035
4367,62.700798
4368,62.7487
4369,62.79767
4370,62.844296
4371,62.892075
4372,62.942074
4373,62.985218
4374,63.029736
4375,63.072227
4376,63.112625
4377,63.152885
4378,63.191017
4379,63.226116
4380,63.25803
4381,63.28926
4382,63.31863
4383,63.345028
4384,63.369595
4385,63.393753
4386,63.414867
4387,63.434265
4388,63.45088
4389,63.467834
4390,63.48227
4391,63.496593
4392,63.50977
4393,63.5214
4394,63.531765
4395,63.541637
4396,63.551155
4397,63.560234
4398,63.569206
4399,63.577374
4400,63.58654
4401,63.594837
4402,63.60324
4403,63.61098
4404,63.61909
4405,63.627457
4406,63.636936
4407,63.64584
4408,63.654778
4409,63.664745
4410,63.673817
4411,63.68285
4412,63.69203
4413,63.701298
4414,63.71141
4415,63.7213
4416,63.731144
4417,63.74154
4418,63.751324
4419,63.761982
4420,63.77211
4421,63.781677
4422,63.79151
4423,63.80049
4424,63.80901
4425,63.817863
4426,63.82623
4427,63.83371
4428,63.84093
4429,63.84822
4430,63.854973
4431,63.862095
4432,63.86809
4433,63.873947
4434,63.878983
4435,63.883995
4436,63.888577
4437,63.893044
4438,63.896854
4439,63.90017
4440,63.90361
4441,63.906544
4442,63.908962
4443,63.911465
4444,63.91379
4445,63.91596
4446,63.91781
4447,63.919315
4448,63.9207
4449,63.92184
4450,63.92276
4451,63.923588
4452,63.924335
4453,63.925068
4454,63.925804
4455,63.92652
4456,63.927223
4457,63.927883
4458,63.92861
4459,63.929253
4460,63.92994
4461,63.930763
4462,63.931667
4463,63.9327
4464,63.933807
4465,63.935333
4466,63.93696
4467,63.9389
4468,63.94088
4469,63.943058
4470,63.945335
4471,63.94785
4472,63.950146
4473,63.952236
4474,63.954636
4475,63.957123
4476,63.959557
4477,63.96177
4478,63.964157
4479,63.966415
4480,63.968452
4481,63.97027
4482,63.972244
4483,63.97412
4484,63.975574
4485,63.97679
4486,63.97777
4487,63.97874
4488,63.97969
4489,63.9806
4490,63.981667
4491,63.98276
4492,63.98374
4493,63.98469
4494,63.985733
4495,63.98701
4496,63.988403
4497,63.98988
4498,63.991177
4499,63.992306
4500,63.993305
4501,63.993973
4502,63.994637
4503,63.995342
4504,63.996094
4505,63.996704
4506,63.997204
4507,63.99754
4508,63.99778
4509,63.998047
4510,63.998295
4511,63.99853
4512,63.99872
4513,63.998844
4514,63.99889
4515,63.999023
4516,63.99915
4517,63.999203
4518,63.99913
4519,63.99885
4520,63.998466
4521,63.998173
4522,63.997784
4523,63.997173
4524,63.99641
4525,63.9956
4526,63.99487
4527,63.99388
4528,63.99291
4529,63.99191
4530,63.9911
4531,63.990486
4532,63.989994
4533,63.98967
4534,63.989468
4535,63.989525
4536,63.98966
4537,63.98941
4538,63.989136
4539,63.98878
4540,63.988445
4541,63.987885
4542,63.98725
4543,63.986603
4544,63.98588
4545,63.985336
4546,63.98487
4547,63.98445
4548,63.98409
4549,63.9838
4550,63.98385
4551,63.98406
4552,63.984673
4553,63.985554
4554,63.98651
4555,63.987583
4556,63.98877
4557,63.990192
4558,63.991913
4559,63.993702
4560,63.99553
4561,63.99729
4562,63.99938
4563,64.001335
4564,64.003204
4565,64.004944
4566,64.00661
4567,64.00831
4568,64.01005
4569,64.01142
4570,64.01263
4571,64.01365
4572,64.01461
4573,64.01563
4574,64.01637
4575,64.01681
4576,64.016914
4577,64.01675
4578,64.01641
4579,64.01603
4580,64.015686
4581,64.015366
4582,64.01504
4583,64.01475
4584,64.01459
4585,64.01438
4586,64.01426
4587,64.01434
4588,64.0145
4589,64.014565
4590,64.014656
4591,64.014854
4592,64.0152
4593,64.01549
4594,64.01581
4595,64.016045
4596,64.01616
4597,64.01577
4598,64.0151
4599,64.01396
4600,64.0127
4601,64.01143
4602,64.00996
4603,64.008514
4604,64.00728
4605,64.00602
4606,64.00463
4607,64.00346
4608,64.00245
4609,64.00145
4610,64.00055
4611,63.99996
4612,63.999466
4613,63.998966
4614,63.99864
4615,63.99836
4616,63.998047
4617,63.997684
4618,63.99752
4619,63.99742
4620,63.997314
4621,63.997276
4622,63.997227
4623,63.99708
4624,63.996845
4625,63.99668
4626,63.996506
4627,63.9967
4628,63.99715
4629,63.997807
4630,63.99851
4631,63.99945
4632,64.00058
4633,64.00155
4634,64.00245
4635,64.00329
4636,64.00438
4637,64.00531
4638,64.00627
4639,64.00742
4640,64.00847
4641,64.00945
4642,64.01043
4643,64.01134
4644,64.012115
4645,64.012856
4646,64.0135
4647,64.01392
4648,64.01424
4649,64.01439
4650,64.01447
4651,64.01462
4652,64.01481
4653,64.01484
4654,64.014854
4655,64.01484
4656,64.01477
4657,64.01432
4658,64.01359
4659,64.0127
4660,64.01162
4661,64.01064
4662,64.00965
4663,64.00867
4664,64.00771
4665,64.00656
4666,64.00548
4667,64.00434
4668,64.00345
4669,64.00255
4670,64.00175
4671,64.00117
4672,64.000656
4673,64.00007
4674,63.99957
4675,63.999065
4676,63.998512
4677,63.997967
4678,63.99761
4679,63.99735
4680,63.997154
4681,63.997093
4682,63.99695
4683,63.99667
4684,63.99642
4685,63.996075
4686,63.99576
4687,63.99566
4688,63.9957
4689,63.995777
4690,63.996143
4691,63.996807
4692,63.99772
4693,63.99901
4694,64.00028
4695,64.00147
4696,64.00252
4697,64.003525
4698,64.004654
4699,64.00579
4700,64.0069
4701,64.007835
4702,64.00864
4703,64.00975
4704,64.01092
4705,64.01223
4706,64.01355
4707,64.014854
4708,64.01615
4709,64.01724
4710,64.01813
4711,64.01884
4712,64.019585
4713,64.02029
4714,64.02077
4715,64.02113
4716,64.021484
4717,64.021904
4718,64.02236
4719,64.02278
4720,64.02313
4721,64.02333
4722,64.02322
4723,64.02288
4724,64.02241
4725,64.02166
4726,64.02049
4727,64.019394
4728,64.018166
4729,64.01709
4730,64.01596
4731,64.01467
4732,64.01326
4733,64.011665
4734,64.010056
4735,64.00846
4736,64.006676
4737,64.00506
4738,64.00365
4739,64.00203
4740,64.00048
4741,63.998917
4742,63.997448
4743,63.995796
4744,63.994358
4745,63.99332
4746,63.9924
4747,63.99148
4748,63.99072
4749,63.98997
4750,63.989517
4751,63.98909
4752,63.98887
4753,63.988567
4754,63.988594
4755,63.988743
4756,63.988934
4757,63.989277
4758,63.98965
4759,63.99022
4760,63.991505
4761,63.99323
4762,63.99531
4763,63.997417
4764,63.999523
4765,64.00179
4766,64.00383
4767,64.00634
4768,64.00851
4769,64.01092
4770,64.0132
4771,64.01578
4772,64.01859
4773,64.02129
4774,64.02402
4775,64.026505
4776,64.028786
4777,64.03092
4778,64.03271
4779,64.03453
4780,64.03623
4781,64.03753
4782,64.03868
4783,64.039566
4784,64.040436
4785,64.04097
4786,64.041374
4787,64.04156
4788,64.04178
4789,64.04196
4790,64.04214
4791,64.04208
4792,64.04201
4793,64.04204
4794,64.04217
4795,64.04327
4796,64.047386
4797,64.05896
4798,64.08203
4799,64.12161
4800,64.181015
4801,64.2668
4802,64.37932
4803,64.514694
4804,64.68508
4805,64.869484
4806,65.0769
4807,65.318115
4808,65.55833
4809,65.82867
4810,66.10576
4811,66.398964
4812,66.661446
4813,66.962166
4814,67.23507
4815,67.53149
4816,67.81101
4817,68.09188
4818,68.34182
4819,68.605835
4820,68.852646
4821,69.07437
4822,69.30451
4823,69.51578
4824,69.71334
4825,69.89817
4826,70.06101
4827,70.21822
4828,70.3518
4829,70.47917
4830,70.59537
4831,70.68943
4832,70.77619
4833,70.855255
4834,70.91798
4835,70.97648
4836,71.02033
4837,71.05948
4838,71.09099
4839,71.11529
4840,71.13621
4841,71.15426
4842,71.16859
4843,71.18145
4844,71.19284
4845,71.203636
4846,71.21479
4847,71.2263
4848,71.241585
4849,71.256615
4850,71.27446
4851,71.29584
4852,71.31927
4853,71.34577
4854,71.375725
4855,71.40844
4856,71.44272
4857,71.48376
4858,71.526695
4859,71.57503
4860,71.62234
4861,71.67528
4862,71.732895
4863,71.78801
4864,71.85056
4865,71.912865
4866,71.97848
4867,72.03922
4868,72.10574
4869,72.166756
4870,72.231064
4871,72.2943
4872,72.35321
4873,72.405876
4874,72.45932
4875,72.50726
4876,72.54889
4877,72.58899
4878,72.62471
4879,72.654655
4880,72.67939
4881,72.70318
4882,72.72161
4883,72.73767
4884,72.75127
4885,72.76224
4886,72.77018
4887,72.777306
4888,72.78224
4889,72.78668
4890,72.790344
4891,72.79361
4892,72.79727
4893,72.80134
4894,72.80564
4895,72.810646
4896,72.816284
4897,72.82296
4898,72.82986
4899,72.838005
4900,72.84798
4901,72.85867
4902,72.87044
4903,72.88369
4904,72.897934
4905,72.913124
4906,72.929634
4907,72.947716
4908,72.9653
4909,72.984314
4910,73.00347
4911,73.02518
4912,73.045616
4913,73.06564
4914,73.08693
4915,73.10806
4916,73.13007
4917,73.15092
4918,73.170746
4919,73.19098
4920,73.21143
4921,73.229485
4922,73.24888
4923,73.2677
4924,73.284996
4925,73.301765
4926,73.3171
4927,73.33405
4928,73.34859
4929,73.36421
4930,73.37723
4931,73.39188
4932,73.405304
4933,73.41843
4934,73.4306
4935,73.44305
4936,73.45432
4937,73.466385
4938,73.47837
4939,73.488976
4940,73.500755
4941,73.51142
4942,73.52321
4943,73.53434
4944,73.54557
4945,73.557625
4946,73.56937
4947,73.58125
4948,73.59417
4949,73.60687
4950,73.619576
4951,73.633156
4952,73.64551
4953,73.658844
4954,73.67293
4955,73.68679
4956,73.70093
4957,73.71448
4958,73.72944
4959,73.74374
4960,73.759094
4961,73.773315
4962,73.78872
4963,73.80506
4964,73.81992
4965,73.834724
4966,73.850266
4967,73.86669
4968,73.881584
4969,73.89618
4970,73.91066
4971,73.92436
4972,73.93674
4973,73.94919
4974,73.95908
4975,73.96744
4976,73.974594
4977,73.979836
4978,73.98275
4979,73.98361
4980,73.981834
4981,73.97733
4982,73.97078
4983,73.96134
4984,73.95026
4985,73.935936
4986,73.91893
4987,73.89859
4988,73.877884
4989,73.85317
4990,73.826645
4991,73.8012
4992,73.77441
4993,73.745674
4994,73.715416
4995,73.68774
4996,73.65872
4997,73.63147
4998,73.60639
4999,73.57959
5000,73.55387
5001,73.53049
5002,73.50929
5003,73.48813
5004,73.46745
5005,73.45047
5006,73.43446
5007,73.420204
5008,73.408424
5009,73.39762
5010,73.38924
5011,73.38178
5012,73.375786
5013,73.37156
5014,73.36837
5015,73.36639
5016,73.36526
5017,73.365105
5018,73.365906
5019,73.36727
5020,73.36907
5021,73.3714
5022,73.37406
5023,73.37698
5024,73.37976
5025,73.38297
5026,73.38606
5027,73.38935
5028,73.39264
5029,73.395615
5030,73.39835
5031,73.40082
5032,73.403015
5033,73.4051
5034,73.40665
5035,73.40779
5036,73.408905
5037,73.409706
5038,73.40968
5039,73.40917
5040,73.40855
5041,73.40771
5042,73.40634
5043,73.404724
5044,73.40278
5045,73.40035
5046,73.39755
5047,73.39428
5048,73.39091
5049,73.387314
5050,73.3831
5051,73.37892
5052,73.37484
5053,73.37021
5054,73.36549
5055,73.36103
5056,73.35624
5057,73.35199
5058,73.34758
5059,73.343506
5060,73.33937
5061,73.33566
5062,73.33187
5063,73.32845
5064,73.325584
5065,73.323044
5066,73.32069
5067,73.318794
5068,73.31727
5069,73.315796
5070,73.31465
5071,73.31381
5072,73.31329
5073,73.31322
5074,73.3134
5075,73.31367
5076,73.31389
5077,73.31408
5078,73.31433
5079,73.31451
5080,73.3147
5081,73.31477
5082,73.31482
5083,73.314804
5084,73.31472
5085,73.31476
5086,73.31465
5087,73.3146
5088,73.31467
5089,73.31522
5090,73.31595
5091,73.31691
5092,73.31786
5093,73.31878
5094,73.319664
5095,73.32061
5096,73.32159
5097,73.32254
5098,73.3235
5099,73.3245
5100,73.32584
5101,73.32701
5102,73.32777
5103,73.328
5104,73.32805
5105,73.32804
5106,73.32814
5107,73.32832
5108,73.328476
5109,73.328636
5110,73.32883
5111,73.32891
5112,73.32894
5113,73.329
5114,73.32895
5115,73.32883
5116,73.32861
5117,73.32807
5118,73.32748
5119,73.32695
5120,73.326454
5121,73.32593
5122,73.32549
5123,73.32529
5124,73.32507
5125,73.32479
5126,73.324585
5127,73.32438
5128,73.32424
5129,73.3241
5130,73.32378
5131,73.32315
5132,73.32232
5133,73.32117
5134,73.31991
5135,73.31872
5136,73.31743
5137,73.31603
5138,73.31463
5139,73.31319
5140,73.31195
5141,73.31089
5142,73.31002
5143,73.3092
5144,73.308426
5145,73.30772
5146,73.307274
5147,73.30679
5148,73.30635
5149,73.30617
5150,73.30611
5151,73.30608
5152,73.305984
5153,73.3059
5154,73.30581
5155,73.305756
5156,73.30566
5157,73.305855
5158,73.30639
5159,73.30722
5160,73.30839
5161,73.3097
5162,73.31095
5163,73.312035
5164,73.31308
5165,73.31415
5166,73.31526
5167,73.31631
5168,73.31745
5169,73.31852
5170,73.31961
5171,73.320724
5172,73.32174
5173,73.32275
5174,73.323524
5175,73.3242
5176,73.32478
5177,73.32514
5178,73.32552
5179,73.325935
5180,73.326256
5181,73.32664
5182,73.3271
5183,73.327576
5184,73.32804
5185,73.32854
5186,73.32895
5187,73.32928
5188,73.3294
5189,73.32956
5190,73.32967
5191,73.32982
5192,73.329956
5193,73.330124
5194,73.330246
5195,73.33018
5196,73.32972
5197,73.32899
5198,73.32785
5199,73.32665
5200,73.3254
5201,73.32416
5202,73.32299
5203,73.32182
5204,73.32052
5205,73.3193
5206,73.31813
5207,73.31704
5208,73.316185
5209,73.31542
5210,73.31481
5211,73.31412
5212,73.31346
5213,73.3129
5214,73.31243
5215,73.31219
5216,73.3119
5217,73.3118
5218,73.311806
5219,73.31203
5220,73.31224
5221,73.312355
5222,73.31244
5223,73.3124
5224,73.31231
5225,73.31235
5226,73.31259
5227,73.31307
5228,73.31372
5229,73.31419
5230,73.31456
5231,73.31497
5232,73.31533
5233,73.315575
5234,73.31571
5235,73.31585
5236,73.3162
5237,73.31664
5238,73.31725
5239,73.31831
5240,73.31931
5241,73.320274
5242,73.321266
5243,73.322174
5244,73.32305
5245,73.32404
5246,73.32516
5247,73.32657
5248,73.32814
5249,73.33002
5250,73.33218
5251,73.33398
5252,73.3359
5253,73.338005
5254,73.339935
5255,73.34185
5256,73.34362
5257,73.34578
5258,73.34781
5259,73.34931
5260,73.35081
5261,73.35205
5262,73.35284
5263,73.35342
5264,73.35364
5265,73.35385
5266,73.353775
5267,73.35344
5268,73.35265
5269,73.351425
5270,73.34992
5271,73.34857
5272,73.34706
5273,73.34518
5274,73.343185
5275,73.34103
5276,73.33842
5277,73.33569
5278,73.333115
5279,73.3303
5280,73.32752
5281,73.32447
5282,73.32141
5283,73.31804
5284,73.315025
5285,73.3121
5286,73.309654
5287,73.30711
5288,73.30475
5289,73.30234
5290,73.30059
5291,73.29878
5292,73.29736
5293,73.29625
5294,73.295494
5295,73.295265
5296,73.29539
5297,73.29585
5298,73.29622
5299,73.296455
5300,73.29674
5301,73.297066
5302,73.29748
5303,73.29851
5304,73.301155
5305,73.30731
5306,73.32119
5307,73.345604
5308,73.3891
5309,73.45307
5310,73.54442
5311,73.65159
5312,73.794785
5313,73.9526
5314,74.13534
5315,74.35313
5316,74.57091
5317,74.8187
5318,75.06458
5319,75.31725
5320,75.59899
5321,75.850945
5322,76.11872
5323,76.39296
5324,76.640625
5325,76.90674
5326,77.144905
5327,77.40533
5328,77.64074
5329,77.861916
5330,78.08457
5331,78.28263
5332,78.48064
5333,78.645744
5334,78.813896
5335,78.97597
5336,79.11025
5337,79.23862
5338,79.35327
5339,79.452
5340,79.54029
5341,79.620224
5342,79.68382
5343,79.74171
5344,79.79109
5345,79.831955
5346,79.86454
5347,79.88937
5348,79.91074
5349,79.92652
5350,79.9397
5351,79.94976
5352,79.958206
5353,79.96631
5354,79.975426
5355,79.985405
5356,79.99779
5357,80.01277
5358,80.031364
5359,80.05503
5360,80.08
5361,80.1114
5362,80.14519
5363,80.18274
5364,80.22159
5365,80.26894
5366,80.31613
5367,80.366554
5368,80.41811
5369,80.474
5370,80.52875
5371,80.58502
5372,80.63383
5373,80.687996
5374,80.74135
5375,80.79083
5376,80.84192
5377,81.060776
5378,81.096
5379,81.13316
5380,81.16544
5381,81.194176
5382,81.2226
5383,81.24796
5384,81.27039
5385,81.29276
5386,81.31274
5387,81.33118
5388,81.34724
5389,81.36303
5390,81.37636
5391,81.38921
5392,81.40079
5393,81.410545
5394,81.41997
5395,81.42912
5396,81.43714
5397,81.44522
5398,81.45304
5399,81.46119
5400,81.469215
5401,81.47753
5402,81.48588
5403,81.49442
5404,81.50257
5405,81.51132
5406,81.52054
5407,81.5303
5408,81.53969
5409,81.55011
5410,81.55983
5411,81.57062
5412,81.58087
5413,81.591286
5414,81.60313
5415,81.61378
5416,81.62519
5417,81.63632
5418,81.64684
5419,81.65796
5420,81.669136
5421,81.68005
5422,81.69108
5423,81.70071
5424,81.71083
5425,81.71966
5426,81.729454
5427,81.73795
5428,81.74642
5429,81.755264
5430,81.76282
5431,81.77001
5432,81.77625
5433,81.782425
5434,81.78823
5435,81.793495
5436,81.79829
5437,81.802704
5438,81.80709
5439,81.81106
5440,81.8145
5441,81.817535
5442,81.82065
5443,81.82355
5444,81.82605
5445,81.82828
5446,81.83012
5447,81.83166
5448,81.832756
5449,81.83362
5450,81.83429
5451,81.83487
5452,81.83557
5453,81.83636
5454,81.83715
5455,81.83802
5456,81.83904
5457,81.84011
5458,81.84101
5459,81.84213
5460,81.84324
5461,81.844475
5462,81.845634
5463,81.846985
5464,81.848625
5465,81.85047
5466,81.85216
5467,81.85398
5468,81.85563
5469,81.857796
5470,81.86047
5471,81.86312
5472,81.86569
5473,81.86831
5474,81.87062
5475,81.87309
5476,81.8753
5477,81.87738
5478,81.879654
5479,81.88189
5480,81.883934
5481,81.886055
5482,81.88832
5483,81.8904
5484,81.89241
5485,81.89415
5486,81.895485
5487,81.896774
5488,81.89793
5489,81.89871
5490,81.89925
5491,81.89971
5492,81.90021
5493,81.90073
5494,81.90132
5495,81.901886
5496,81.90233
5497,81.90281
5498,81.9033
5499,81.9037
5500,81.90403
5501,81.90438
5502,81.90469
5503,81.90495
5504,81.90507
5505,81.90531
5506,81.90573
5507,81.90603
5508,81.90629
5509,81.906555
5510,81.90672
5511,81.9069
5512,81.90701
5513,81.90692
5514,81.90677
5515,81.90668
5516,81.90658
5517,81.90648
5518,81.90647
5519,81.90646
5520,81.906525
5521,81.90676
5522,81.907036
5523,81.90747
5524,81.907974
5525,81.908394
5526,81.9089
5527,81.90935
5528,81.90972
5529,81.90995
5530,81.909966
5531,81.90991
5532,81.909676
5533,81.90937
5534,81.90916
5535,81.90914
5536,81.90936
5537,81.9098
5538,81.91027
