realx,realy
632,-109.94787
633,-109.94171
634,-109.93297
635,-109.92358
636,-109.912
637,-109.90069
638,-109.88958
639,-109.87904
640,-109.871574
641,-109.865814
642,-109.862434
643,-109.86191
644,-109.86119
645,-109.86016
646,-109.85749
647,-109.8544
648,-109.85086
649,-109.847626
650,-109.848305
651,-109.85321
652,-109.85832
653,-109.867325
654,-109.877754
655,-109.887665
656,-109.898285
657,-109.90624
658,-109.91203
659,-109.91626
660,-109.918106
661,-109.91854
662,-109.91542
663,-109.91043
664,-109.90373
665,-109.89658
666,-109.88954
667,-109.883675
668,-109.87762
669,-109.87292
670,-109.869125
671,-109.86803
672,-109.86782
673,-109.86945
674,-109.87085
675,-109.87165
676,-109.87031
677,-109.86801
678,-109.864204
679,-109.8591
680,-109.85404
681,-109.85067
682,-109.85089
683,-109.85362
684,-109.85969
685,-109.866005
686,-109.86952
687,-109.8675
688,-109.8629
689,-109.85593
690,-109.84802
691,-109.839134
692,-109.83131
693,-109.82492
694,-109.81936
695,-109.81343
696,-109.81122
697,-109.81373
698,-109.81769
699,-109.82119
700,-109.826225
701,-109.83108
702,-109.83664
703,-109.8432
704,-109.849686
705,-109.85478
706,-109.85943
707,-109.86144
708,-109.86307
709,-109.86442
710,-109.86289
711,-109.86079
712,-109.859886
713,-109.86046
714,-109.867294
715,-109.87542
716,-109.88118
717,-109.883286
718,-109.88778
719,-109.891365
720,-109.89581
721,-109.897835
722,-109.89984
723,-109.89968
724,-109.89932
725,-109.8971
726,-109.89375
727,-109.88793
728,-109.8791
729,-109.86932
730,-109.860634
731,-109.852806
732,-109.85116
733,-109.84944
734,-109.84391
735,-109.83862
736,-109.834785
737,-109.829025
738,-109.82377
739,-109.8211
740,-109.815926
741,-109.812195
742,-109.81201
743,-109.814186
744,-109.81369
745,-109.815605
746,-109.81447
747,-109.81245
748,-109.80757
749,-109.80406
750,-109.79856
751,-109.793175
752,-109.78663
753,-109.783066
754,-109.78104
755,-109.78505
756,-109.78895
757,-109.79149
758,-109.79198
759,-109.79302
760,-109.79263
761,-109.79359
762,-109.79272
763,-109.79025
764,-109.78725
765,-109.784225
766,-109.78082
767,-109.77914
768,-109.77891
769,-109.78067
770,-109.783714
771,-109.78716
772,-109.793655
773,-109.80104
774,-109.807884
775,-109.812836
776,-109.81871
777,-109.825554
778,-109.833176
779,-109.8403
780,-109.84758
781,-109.85379
782,-109.858665
783,-109.861305
784,-109.86172
785,-109.86234
786,-109.86173
787,-109.86144
788,-109.86105
789,-109.8615
790,-109.862206
791,-109.863434
792,-109.864136
793,-109.86218
794,-109.85907
795,-109.854546
796,-109.851
797,-109.84402
798,-109.83879
799,-109.83251
800,-109.82727
801,-109.823685
802,-109.822655
803,-109.82136
804,-109.822655
805,-109.82721
806,-109.83298
807,-109.84247
808,-109.85346
809,-109.86154
810,-109.869
811,-109.877716
812,-109.88411
813,-109.888916
814,-109.89274
815,-109.89717
816,-109.89403
817,-109.87271
818,-109.822395
819,-109.73968
820,-109.605705
821,-109.41706
822,-109.18605
823,-108.87901
824,-108.52167
825,-108.130264
826,-107.74289
827,-107.31307
828,-106.90901
829,-106.4747
830,-106.03775
831,-105.63886
832,-105.209564
833,-104.77903
834,-104.39043
835,-103.974525
836,-103.57179
837,-103.20763
838,-102.83696
839,-102.510475
840,-102.177956
841,-101.86151
842,-101.58634
843,-101.303276
844,-101.05552
845,-100.83437
846,-100.66445
847,-100.51865
848,-100.408264
849,-100.31667
850,-100.23954
851,-100.16348
852,-100.0906
853,-100.02145
854,-99.94973
855,-99.887054
856,-99.83768
857,-99.81187
858,-99.808464
859,-99.83278
860,-99.87422
861,-99.9383
862,-100.01251
863,-100.08409
864,-100.155754
865,-100.21739
866,-100.26489
867,-100.300224
868,-100.327
869,-100.34676
870,-100.36286
871,-100.37786
872,-100.39325
873,-100.41058
874,-100.429214
875,-100.445435
876,-100.460815
877,-100.47427
878,-100.48713
879,-100.49736
880,-100.505005
881,-100.51072
882,-100.51336
883,-100.51663
884,-100.52057
885,-100.52674
886,-100.53301
887,-100.5391
888,-100.54414
889,-100.54901
890,-100.552315
891,-100.55509
892,-100.55542
893,-100.554756
894,-100.554825
895,-100.55566
896,-100.55921
897,-100.56747
898,-100.574814
899,-100.584236
900,-100.59282
901,-100.603516
902,-100.61072
903,-100.61623
904,-100.619225
905,-100.62062
906,-100.621155
907,-100.61865
908,-100.61413
909,-100.6091
910,-100.604485
911,-100.599724
912,-100.59407
913,-100.58577
914,-100.5767
915,-100.56781
916,-100.560394
917,-100.55624
918,-100.55496
919,-100.55837
920,-100.56383
921,-100.571175
922,-100.57783
923,-100.583115
924,-100.58753
925,-100.590706
926,-100.59543
927,-100.60026
928,-100.60305
929,-100.60569
930,-100.6079
931,-100.60818
932,-100.604675
933,-100.598816
934,-100.592224
935,-100.58562
936,-100.57871
937,-100.5712
938,-100.56356
939,-100.55387
940,-100.544685
941,-100.53419
942,-100.524414
943,-100.51641
944,-100.510544
945,-100.50787
946,-100.50481
947,-100.50361
948,-100.5066
949,-100.51187
950,-100.51771
951,-100.52325
952,-100.52772
953,-100.530045
954,-100.532234
955,-100.53146
956,-100.53153
957,-100.52977
958,-100.53018
959,-100.530205
960,-100.53433
961,-100.53685
962,-100.540085
963,-100.54216
964,-100.54783
965,-100.55153
966,-100.558624
967,-100.56464
968,-100.5719
969,-100.57742
970,-100.5851
971,-100.588936
972,-100.59569
973,-100.6002
974,-100.60543
975,-100.608406
976,-100.61121
977,-100.610306
978,-100.609795
979,-100.605316
980,-100.60271
981,-100.59862
982,-100.59932
983,-100.59853
984,-100.59963
985,-100.599594
986,-100.60019
987,-100.59979
988,-100.598465
989,-100.596825
990,-100.59606
991,-100.59526
992,-100.59428
993,-100.589485
994,-100.58391
995,-100.57721
996,-100.57219
997,-100.56712
998,-100.56299
999,-100.5596
1000,-100.55703
1001,-100.555466
1002,-100.55249
1003,-100.54681
1004,-100.540596
1005,-100.5326
1006,-100.52626
1007,-100.522316
1008,-100.52053
1009,-100.517746
1010,-100.51495
1011,-100.50982
1012,-100.504486
1013,-100.49768
1014,-100.49277
1015,-100.48344
1016,-100.4748
1017,-100.462975
1018,-100.45099
1019,-100.4365
1020,-100.42561
1021,-100.41461
1022,-100.40644
1023,-100.400505
1024,-100.401245
1025,-100.4028
1026,-100.40985
1027,-100.41393
1028,-100.42128
1029,-100.42465
1030,-100.430405
1031,-100.43365
1032,-100.4381
1033,-100.438446
1034,-100.44007
1035,-100.43711
1036,-100.43765
1037,-100.43648
1038,-100.43966
1039,-100.44207
1040,-100.45006
1041,-100.45276
1042,-100.45769
1043,-100.46217
1044,-100.467094
1045,-100.47093
1046,-100.474655
1047,-100.47739
1048,-100.48085
1049,-100.48455
1050,-100.49008
1051,-100.492584
1052,-100.496155
1053,-100.49913
1054,-100.50027
1055,-100.499825
1056,-100.49799
1057,-100.4972
1058,-100.49768
1059,-100.50011
1060,-100.50546
1061,-100.51295
1062,-100.51891
1063,-100.52382
1064,-100.52769
1065,-100.53133
1066,-100.536415
1067,-100.54174
1068,-100.54784
1069,-100.55462
1070,-100.56025
1071,-100.56335
1072,-100.56847
1073,-100.57248
1074,-100.57608
1075,-100.577576
1076,-100.57961
1077,-100.578575
1078,-100.57716
1079,-100.57443
1080,-100.57245
1081,-100.57224
1082,-100.574905
1083,-100.57556
1084,-100.578255
1085,-100.57801
1086,-100.579384
1087,-100.57847
1088,-100.575516
1089,-100.57092
1090,-100.57298
1091,-100.578
1092,-100.58554
1093,-100.59187
1094,-100.59941
1095,-100.604195
1096,-100.61024
1097,-100.61395
1098,-100.616684
1099,-100.61544
1100,-100.615074
1101,-100.61315
1102,-100.61174
1103,-100.60874
1104,-100.60715
1105,-100.60664
1106,-100.607956
1107,-100.608055
1108,-100.604805
1109,-100.6005
1110,-100.59248
1111,-100.58287
1112,-100.571976
1113,-100.5604
1114,-100.551254
1115,-100.54242
1116,-100.535675
1117,-100.53202
1118,-100.52931
1119,-100.524765
1120,-100.520325
1121,-100.51733
1122,-100.51493
1123,-100.51448
1124,-100.51511
1125,-100.51752
1126,-100.521904
1127,-100.52597
1128,-100.52759
1129,-100.529396
1130,-100.532135
1131,-100.53531
1132,-100.53776
1133,-100.54259
1134,-100.54626
1135,-100.5546
1136,-100.56479
1137,-100.577866
1138,-100.58757
1139,-100.59717
1140,-100.60364
1141,-100.60941
1142,-100.61076
1143,-100.61522
1144,-100.616356
1145,-100.62348
1146,-100.62731
1147,-100.63296
1148,-100.633736
1149,-100.63478
1150,-100.63321
1151,-100.631775
1152,-100.62748
1153,-100.62223
1154,-100.614105
1155,-100.6063
1156,-100.5993
1157,-100.59383
1158,-100.588295
1159,-100.58425
1160,-100.57963
1161,-100.57598
1162,-100.573814
1163,-100.57091
1164,-100.56643
1165,-100.560585
1166,-100.55457
1167,-100.548416
1168,-100.5441
1169,-100.538666
1170,-100.53378
1171,-100.52954
1172,-100.52592
1173,-100.52231
1174,-100.52007
1175,-100.518555
1176,-100.51864
1177,-100.52
1178,-100.52203
1179,-100.52362
1180,-100.52471
1181,-100.52428
1182,-100.52465
1183,-100.52576
1184,-100.52691
1185,-100.52832
1186,-100.52869
1187,-100.52906
1188,-100.52817
1189,-100.52503
1190,-100.521805
1191,-100.51965
1192,-100.5163
1193,-100.515015
1194,-100.51442
1195,-100.51516
1196,-100.51486
1197,-100.51477
1198,-100.51415
1199,-100.51421
1200,-100.513756
1201,-100.51401
1202,-100.514626
1203,-100.51741
1204,-100.520676
1205,-100.52437
1206,-100.527916
1207,-100.53528
1208,-100.543816
1209,-100.55381
1210,-100.560776
1211,-100.56487
1212,-100.5637
1213,-100.56151
1214,-100.56002
1215,-100.56095
1216,-100.5637
1217,-100.56857
1218,-100.57469
1219,-100.58259
1220,-100.59243
1221,-100.600174
1222,-100.60473
1223,-100.60542
1224,-100.603386
1225,-100.600334
1226,-100.597275
1227,-100.595146
1228,-100.59318
1229,-100.59127
1230,-100.58789
1231,-100.58547
1232,-100.58496
1233,-100.58469
1234,-100.585266
1235,-100.586395
1236,-100.58916
1237,-100.59188
1238,-100.593994
1239,-100.597336
1240,-100.603325
1241,-100.60827
1242,-100.61261
1243,-100.61389
1244,-100.611465
1245,-100.60749
1246,-100.60339
1247,-100.5987
1248,-100.59174
1249,-100.584015
1250,-100.574646
1251,-100.56625
1252,-100.556015
1253,-100.5452
1254,-100.52891
1255,-100.50336
1256,-100.45153
1257,-100.375854
1258,-100.2512
1259,-100.093124
1260,-99.865616
1261,-99.595665
1262,-99.27034
1263,-98.917915
1264,-98.54642
1265,-98.17522
1266,-97.832634
1267,-97.47899
1268,-97.12725
1269,-96.80654
1270,-96.451454
1271,-96.13158
1272,-95.76752
1273,-95.418304
1274,-95.09406
1275,-94.751434
1276,-94.416985
1277,-94.10826
1278,-93.82418
1279,-93.52644
1280,-93.243965
1281,-92.99079
1282,-92.72715
1283,-92.48208
1284,-92.27707
1285,-92.09033
1286,-91.954056
1287,-91.84728
1288,-91.78248
1289,-91.756905
1290,-91.75981
1291,-91.78432
1292,-91.82245
1293,-91.865906
1294,-91.91913
1295,-91.96971
1296,-92.01001
1297,-92.04808
1298,-92.08101
1299,-92.10224
1300,-92.115005
1301,-92.122025
1302,-92.12552
1303,-92.12289
1304,-92.115295
1305,-92.10461
1306,-92.09572
1307,-92.08752
1308,-92.0823
1309,-92.07657
1310,-92.06812
1311,-92.0561
1312,-92.04004
1313,-92.02495
1314,-92.00671
1315,-91.989296
1316,-91.97308
1317,-91.958626
1318,-91.94478
1319,-91.93462
1320,-91.92797
1321,-91.92328
1322,-91.91991
1323,-91.92045
1324,-91.92058
1325,-91.92309
1326,-91.92422
1327,-91.92499
1328,-91.925224
1329,-91.92567
1330,-91.92692
1331,-91.92844
1332,-91.93093
1333,-91.93317
1334,-91.93595
1335,-91.93767
1336,-91.93434
1337,-91.92876
1338,-91.92219
1339,-91.91443
1340,-91.90557
1341,-91.89913
1342,-91.89531
1343,-91.893196
1344,-91.89133
1345,-91.89199
1346,-91.89412
1347,-91.89592
1348,-91.89533
1349,-91.892105
1350,-91.88694
1351,-91.87929
1352,-91.87074
1353,-91.86313
1354,-91.85425
1355,-91.849884
1356,-91.84584
1357,-91.84738
1358,-91.852905
1359,-91.86038
1360,-91.86989
1361,-91.876366
1362,-91.88093
1363,-91.88211
1364,-91.880974
1365,-91.87686
1366,-91.87056
1367,-91.865616
1368,-91.86481
1369,-91.864655
1370,-91.86886
1371,-91.87188
1372,-91.87461
1373,-91.8744
1374,-91.873955
1375,-91.87186
1376,-91.872154
1377,-91.87126
1378,-91.872444
1379,-91.86986
1380,-91.87199
1381,-91.87669
1382,-91.88498
1383,-91.89228
1384,-91.90195
1385,-91.90726
1386,-91.91332
1387,-91.91649
1388,-91.91958
1389,-91.91675
1390,-91.91361
1391,-91.90732
1392,-91.900154
1393,-91.89444
1394,-91.89094
1395,-91.88763
1396,-91.8853
1397,-91.884895
1398,-91.88519
1399,-91.88613
1400,-91.89179
1401,-91.8993
1402,-91.91043
1403,-91.9213
1404,-91.930885
1405,-91.94054
1406,-91.94808
1407,-91.95524
1408,-91.96164
1409,-91.964615
1410,-91.964935
1411,-91.96264
1412,-91.958755
1413,-91.955696
1414,-91.95354
1415,-91.952034
1416,-91.95156
1417,-91.94941
1418,-91.94805
1419,-91.94696
1420,-91.9498
1421,-91.95652
1422,-91.96603
1423,-91.97334
1424,-91.98196
1425,-91.9917
1426,-92.00076
1427,-92.00705
1428,-92.01504
1429,-92.02229
1430,-92.029076
1431,-92.03571
1432,-92.04354
1433,-92.04874
1434,-92.04888
1435,-92.04472
1436,-92.03834
1437,-92.02981
1438,-92.025894
1439,-92.02291
1440,-92.023964
1441,-92.02267
1442,-92.0242
1443,-92.02372
1444,-92.022934
1445,-92.02105
1446,-92.02134
1447,-92.02095
1448,-92.02502
1449,-92.025696
1450,-92.02801
1451,-92.02656
1452,-92.02354
1453,-92.01585
1454,-92.012665
1455,-92.00774
1456,-92.004196
1457,-92.00057
1458,-91.9977
1459,-91.9935
1460,-91.98852
1461,-91.98035
1462,-91.97588
1463,-91.971085
1464,-91.96717
1465,-91.962265
1466,-91.95276
1467,-91.94447
1468,-91.93731
1469,-91.93232
1470,-91.93206
1471,-91.934525
1472,-91.93836
1473,-91.94354
1474,-91.949196
1475,-91.95335
1476,-91.952896
1477,-91.95279
1478,-91.954185
1479,-91.95598
1480,-91.95943
1481,-91.96145
1482,-91.96222
1483,-91.96188
1484,-91.96117
1485,-91.95723
1486,-91.95258
1487,-91.945366
1488,-91.939255
1489,-91.932205
1490,-91.92712
1491,-91.92514
1492,-91.926994
1493,-91.927895
1494,-91.927956
1495,-91.92624
1496,-91.92327
1497,-91.919624
1498,-91.91721
1499,-91.91479
1500,-91.91228
1501,-91.91058
1502,-91.90966
1503,-91.911026
1504,-91.911674
1505,-91.914314
1506,-91.916306
1507,-91.919464
1508,-91.92185
1509,-91.924225
1510,-91.92649
1511,-91.93155
1512,-91.93746
1513,-91.94474
1514,-91.95304
1515,-91.961975
1516,-91.968864
1517,-91.97698
1518,-91.98291
1519,-91.9884
1520,-91.99039
1521,-91.99527
1522,-91.997444
1523,-92.001434
1524,-92.00507
1525,-92.009026
1526,-92.010124
1527,-92.01102
1528,-92.00836
1529,-92.00526
1530,-92.002045
1531,-92.000534
1532,-91.99884
1533,-91.9987
1534,-91.998276
1535,-91.99923
1536,-91.99757
1537,-91.995445
1538,-91.99173
1539,-91.98789
1540,-91.98485
1541,-91.98258
1542,-91.97908
1543,-91.976685
1544,-91.97193
1545,-91.96775
1546,-91.96391
1547,-91.964325
1548,-91.96884
1549,-91.97561
1550,-91.983116
1551,-91.98601
1552,-91.98607
1553,-91.98519
1554,-91.984726
1555,-91.98192
1556,-91.97791
1557,-91.975586
1558,-91.97485
1559,-91.974884
1560,-91.97652
1561,-91.9794
1562,-91.9837
1563,-91.9865
1564,-91.98631
1565,-91.982956
1566,-91.98201
1567,-91.97976
1568,-91.980385
1569,-91.98108
1570,-91.98104
1571,-91.97953
1572,-91.97724
1573,-91.97419
1574,-91.96975
1575,-91.9667
1576,-91.963646
1577,-91.961395
1578,-91.955215
1579,-91.95104
1580,-91.9536
1581,-91.95842
1582,-91.96368
1583,-91.967125
1584,-91.97473
1585,-91.98139
1586,-91.991005
1587,-91.99601
1588,-91.9998
1589,-92.00011
1590,-92.00099
1591,-91.99772
1592,-91.9995
1593,-92.000534
1594,-92.00441
1595,-92.0099
1596,-92.017136
1597,-92.02558
1598,-92.03607
1599,-92.04545
1600,-92.05146
1601,-92.05329
1602,-92.053406
1603,-92.049866
1604,-92.04421
1605,-92.04103
1606,-92.03682
1607,-92.0345
1608,-92.03223
1609,-92.03194
1610,-92.03164
1611,-92.030754
1612,-92.02926
1613,-92.02709
1614,-92.023926
1615,-92.02364
1616,-92.02337
1617,-92.02453
1618,-92.022285
1619,-92.02081
1620,-92.01526
1621,-92.01013
1622,-92.004715
1623,-92.00249
1624,-91.99925
1625,-91.99952
1626,-91.99731
1627,-91.99874
1628,-91.99575
1629,-91.99317
1630,-91.986885
1631,-91.98416
1632,-91.98063
1633,-91.98111
1634,-91.98464
1635,-91.99568
1636,-92.00514
1637,-92.018776
1638,-92.026955
1639,-92.03131
1640,-92.02987
1641,-92.02661
1642,-92.020226
