realx,realy
3006,-63.415844
3007,-63.063393
3008,-62.671597
3009,-62.26487
3010,-61.890934
3011,-61.48177
3012,-61.08073
3013,-60.708225
3014,-60.31515
3015,-59.921642
3016,-59.557117
3017,-59.165417
3018,-58.783535
3019,-58.41168
3020,-58.06427
3021,-57.745113
3022,-57.426353
3023,-57.11265
3024,-56.817295
3025,-56.55413
3026,-56.283493
3027,-56.02813
3028,-55.82763
3029,-55.642113
3030,-55.516586
3031,-55.448753
3032,-55.416214
3033,-55.41504
3034,-55.42795
3035,-55.447796
3036,-55.465252
3037,-55.481358
3038,-55.49515
3039,-55.509487
3040,-55.520134
3041,-55.533154
3042,-55.546555
3043,-55.566776
3044,-55.588173
3045,-55.608055
3046,-55.61981
3047,-55.62469
3048,-55.620785
3049,-55.616177
3050,-55.6072
3051,-55.598972
3052,-55.58664
3053,-55.5764
3054,-55.56347
3055,-55.552017
3056,-55.545223
3057,-55.54325
3058,-55.541477
3059,-55.539852
3060,-55.533207
3061,-55.524494
3062,-55.51105
3063,-55.48852
3064,-55.46808
3065,-55.443893
3066,-55.42452
3067,-55.403755
3068,-55.385414
3069,-55.365833
3070,-55.349117
3071,-55.33508
3072,-55.3289
3073,-55.321857
3074,-55.32294
3075,-55.324467
3076,-55.330566
3077,-55.329693
3078,-55.33253
3079,-55.33427
3080,-55.333733
3081,-55.327095
3082,-55.322014
3083,-55.319164
3084,-55.32062
3085,-55.32308
3086,-55.33093
3087,-55.33977
3088,-55.349293
3089,-55.361336
3090,-55.374855
3091,-55.38886
3092,-55.402744
3093,-55.415237
3094,-55.42833
3095,-55.43881
3096,-55.447422
3097,-55.456425
3098,-55.46227
3099,-55.463737
3100,-55.46148
3101,-55.457275
3102,-55.45287
3103,-55.448597
3104,-55.447453
3105,-55.449795
3106,-55.454155
3107,-55.457947
3108,-55.4625
3109,-55.466885
3110,-55.471813
3111,-55.47518
3112,-55.480457
3113,-55.48419
3114,-55.489918
3115,-55.493946
3116,-55.4992
3117,-55.50219
3118,-55.506836
3119,-55.507175
3120,-55.51176
3121,-55.51382
3122,-55.521355
3123,-55.526302
3124,-55.536274
3125,-55.53968
3126,-55.545006
3127,-55.544968
3128,-55.549164
3129,-55.54903
3130,-55.55906
3131,-55.56173
3132,-55.567127
3133,-55.565723
3134,-55.564293
3135,-55.554123
3136,-55.55117
3137,-55.54815
3138,-55.54985
3139,-55.55117
3140,-55.55565
3141,-55.556366
3142,-55.561817
3143,-55.56285
3144,-55.567
3145,-55.565983
3146,-55.56747
3147,-55.565228
3148,-55.561676
3149,-55.55999
3150,-55.560463
3151,-55.560253
3152,-55.5619
3153,-55.562946
3154,-55.563164
3155,-55.55962
3156,-55.55565
3157,-55.55153
3158,-55.545975
3159,-55.54173
3160,-55.536327
3161,-55.53143
3162,-55.52654
3163,-55.52558
3164,-55.522953
3165,-55.521965
3166,-55.52117
3167,-55.522488
3168,-55.51959
3169,-55.521164
3170,-55.51983
3171,-55.51994
3172,-55.516136
3173,-55.513737
3174,-55.50711
3175,-55.501778
3176,-55.496105
3177,-55.49527
3178,-55.494617
3179,-55.49655
3180,-55.49317
3181,-55.489918
3182,-55.481525
3183,-55.478107
3184,-55.47311
3185,-55.469658
3186,-55.464302
3187,-55.464333
3188,-55.463303
3189,-55.463814
3190,-55.462616
3191,-55.45909
3192,-55.453796
3193,-55.445736
3194,-55.436623
3195,-55.428066
3196,-55.42187
3197,-55.41856
3198,-55.416653
3199,-55.413494
3200,-55.408844
3201,-55.40072
3202,-55.39311
3203,-55.384052
3204,-55.37662
3205,-55.371067
3206,-55.368725
3207,-55.370445
3208,-55.374714
3209,-55.379208
3210,-55.382713
3211,-55.383747
3212,-55.381668
3213,-55.377434
3214,-55.3693
3215,-55.36213
3216,-55.35751
3217,-55.354996
3218,-55.353695
3219,-55.35551
3220,-55.359894
3221,-55.364902
3222,-55.369873
3223,-55.373928
3224,-55.381496
3225,-55.389828
3226,-55.40147
3227,-55.412533
3228,-55.426983
3229,-55.439316
3230,-55.451775
3231,-55.456783
3232,-55.468834
3233,-55.47521
3234,-55.484596
3235,-55.49014
3236,-55.502373
3237,-55.509956
3238,-55.523746
3239,-55.52948
3240,-55.54556
3241,-55.554966
3242,-55.569122
3243,-55.57134
3244,-55.57545
3245,-55.571926
3246,-55.573
3247,-55.565807
3248,-55.560795
3249,-55.55136
3250,-55.549103
3251,-55.544285
3252,-55.5475
3253,-55.54218
3254,-55.5476
3255,-55.552746
3256,-55.56009
3257,-55.56121
3258,-55.56271
3259,-55.55834
3260,-55.555855
3261,-55.552734
3262,-55.551174
3263,-55.54593
3264,-55.54522
3265,-55.543453
3266,-55.54166
3267,-55.53755
3268,-55.532112
3269,-55.527035
3270,-55.5228
3271,-55.521652
3272,-55.519726
3273,-55.51969
3274,-55.51974
3275,-55.521404
3276,-55.524498
3277,-55.530952
3278,-55.535984
3279,-55.54373
3280,-55.54755
3281,-55.552216
3282,-55.552208
3283,-55.551647
3284,-55.549625
3285,-55.546696
3286,-55.53967
3287,-55.527527
3288,-55.51285
3289,-55.494537
3290,-55.477722
3291,-55.460785
3292,-55.442173
3293,-55.42699
3294,-55.416885
3295,-55.407166
3296,-55.398968
3297,-55.39054
3298,-55.383896
3299,-55.374786
3300,-55.36915
3301,-55.36118
3302,-55.35762
3303,-55.35354
3304,-55.35202
3305,-55.3498
3306,-55.348915
3307,-55.3487
3308,-55.349434
3309,-55.34873
3310,-55.349926
3311,-55.350906
3312,-55.3558
3313,-55.35598
3314,-55.354397
3315,-55.348896
3316,-55.34527
3317,-55.343914
3318,-55.344284
3319,-55.34444
3320,-55.341976
3321,-55.33622
3322,-55.33053
3323,-55.321857
3324,-55.31423
3325,-55.308475
3326,-55.303467
3327,-55.30047
3328,-55.29938
3329,-55.30122
3330,-55.302486
3331,-55.303734
3332,-55.305595
3333,-55.307915
3334,-55.30961
3335,-55.311375
3336,-55.313835
3337,-55.31577
3338,-55.316803
3339,-55.318935
3340,-55.32117
3341,-55.32585
3342,-55.32993
3343,-55.334496
3344,-55.33742
3345,-55.341938
3346,-55.345135
3347,-55.34602
3348,-55.344406
3349,-55.346283
3350,-55.35121
3351,-55.356476
3352,-55.361015
3353,-55.366573
3354,-55.37206
3355,-55.37694
3356,-55.382484
3357,-55.388477
3358,-55.39769
3359,-55.405506
3360,-55.41416
3361,-55.42158
3362,-55.431095
3363,-55.4395
3364,-55.44866
3365,-55.456562
3366,-55.462765
3367,-55.46639
3368,-55.470814
3369,-55.47556
3370,-55.48253
3371,-55.487103
3372,-55.496315
3373,-55.504143
3374,-55.51052
3375,-55.51718
3376,-55.52203
3377,-55.52703
3378,-55.530552
3379,-55.534473
3380,-55.53748
3381,-55.54025
3382,-55.54465
3383,-55.548916
3384,-55.550495
3385,-55.551563
3386,-55.54975
3387,-55.548794
3388,-55.547916
3389,-55.548737
3390,-55.545197
3391,-55.541317
3392,-55.53714
3393,-55.534073
3394,-55.526573
3395,-55.521614
3396,-55.513157
3397,-55.51123
3398,-55.508648
3399,-55.51183
3400,-55.511395
3401,-55.515064
3402,-55.51849
3403,-55.52455
3404,-55.527176
3405,-55.532833
3406,-55.53159
3407,-55.532215
3408,-55.527695
3409,-55.525433
3410,-55.51869
3411,-55.512352
3412,-55.503487
3413,-55.49569
3414,-55.487293
3415,-55.480984
3416,-55.475105
3417,-55.46948
3418,-55.46439
3419,-55.461517
3420,-55.45768
3421,-55.452583
3422,-55.4489
3423,-55.44827
3424,-55.447998
3425,-55.447395
3426,-55.446007
3427,-55.44278
3428,-55.436966
3429,-55.429924
3430,-55.42125
3431,-55.408684
3432,-55.397038
3433,-55.387627
3434,-55.37746
3435,-55.354588
3436,-55.31324
3437,-55.234688
3438,-55.112576
3439,-54.951385
3440,-54.716995
3441,-54.44561
3442,-54.106857
3443,-53.729904
3444,-53.36414
3445,-52.950706
3446,-52.529808
3447,-52.1378
3448,-51.706623
3449,-51.279083
3450,-50.87966
3451,-50.458183
3452,-50.06904
3453,-49.660797
3454,-49.260757
3455,-48.912045
3456,-48.548992
3457,-48.211395
3458,-47.913406
3459,-47.60813
3460,-47.32743
3461,-47.10054
3462,-46.880688
3463,-46.70822
3464,-46.56392
3465,-46.460087
3466,-46.361893
3467,-46.276096
3468,-46.19512
3469,-46.114292
3470,-46.03783
3471,-45.964622
3472,-45.902714
3473,-45.8646
3474,-45.846596
3475,-45.8582
3476,-45.897938
3477,-45.960884
3478,-46.046314
3479,-46.145702
3480,-46.242695
3481,-46.330124
3482,-46.406906
3483,-46.46733
3484,-46.51936
3485,-46.56302
3486,-46.595325
3487,-46.622692
3488,-46.643024
3489,-46.66063
3490,-46.6744
3491,-46.68923
3492,-46.702335
3493,-46.714005
3494,-46.726315
3495,-46.73691
3496,-46.7458
3497,-46.751945
3498,-46.75807
3499,-46.762856
3500,-46.764378
3501,-46.765137
3502,-46.765602
3503,-46.766533
3504,-46.768585
3505,-46.771187
3506,-46.7754
3507,-46.77699
3508,-46.777943
3509,-46.77806
3510,-46.77629
3511,-46.774685
3512,-46.773438
3513,-46.773567
3514,-46.775192
3515,-46.77968
3516,-46.785553
3517,-46.78995
3518,-46.794918
3519,-46.800735
3520,-46.805714
3521,-46.813377
3522,-46.821026
3523,-46.82852
3524,-46.833035
3525,-46.837914
3526,-46.840015
3527,-46.840885
3528,-46.83958
3529,-46.84203
3530,-46.844563
3531,-46.851185
3532,-46.855164
3533,-46.86118
3534,-46.864838
3535,-46.869896
3536,-46.87286
3537,-46.877243
3538,-46.87763
3539,-46.884563
3540,-46.89005
3541,-46.897087
3542,-46.90081
3543,-46.90363
3544,-46.90322
3545,-46.899143
3546,-46.89371
3547,-46.88958
3548,-46.88472
3549,-46.88263
3550,-46.880966
3551,-46.880814
3552,-46.881927
3553,-46.884064
3554,-46.883892
3555,-46.88459
3556,-46.88511
3557,-46.88498
3558,-46.886974
3559,-46.892094
3560,-46.896454
3561,-46.89746
3562,-46.89739
3563,-46.89578
3564,-46.895336
3565,-46.893272
3566,-46.891293
3567,-46.88855
3568,-46.887383
3569,-46.889446
3570,-46.892685
3571,-46.89604
3572,-46.899204
3573,-46.899303
3574,-46.89874
3575,-46.894238
3576,-46.88997
3577,-46.883087
3578,-46.87847
3579,-46.874207
3580,-46.87319
3581,-46.871975
3582,-46.8742
3583,-46.87503
3584,-46.87799
3585,-46.878353
3586,-46.880173
3587,-46.879284
3588,-46.878414
3589,-46.87555
3590,-46.872227
3591,-46.867237
3592,-46.861565
3593,-46.85558
3594,-46.8506
3595,-46.84606
3596,-46.8431
3597,-46.841923
3598,-46.843994
3599,-46.847157
3600,-46.850548
3601,-46.851643
3602,-46.850445
3603,-46.847706
3604,-46.84432
3605,-46.84066
3606,-46.836685
3607,-46.83282
3608,-46.82957
3609,-46.82771
3610,-46.8284
3611,-46.83181
3612,-46.835106
3613,-46.83693
3614,-46.83627
3615,-46.833515
3616,-46.829155
3617,-46.82373
3618,-46.81764
3619,-46.811787
3620,-46.80642
3621,-46.800564
3622,-46.796425
3623,-46.79352
3624,-46.790718
3625,-46.78843
3626,-46.786697
3627,-46.785435
3628,-46.785168
3629,-46.78448
3630,-46.78549
3631,-46.78513
3632,-46.78494
3633,-46.783176
3634,-46.78264
3635,-46.782394
3636,-46.783466
3637,-46.7854
3638,-46.787304
3639,-46.789467
3640,-46.791527
3641,-46.795055
3642,-46.80021
3643,-46.80746
3644,-46.813385
3645,-46.815845
3646,-46.817448
3647,-46.818222
3648,-46.81864
3649,-46.822365
3650,-46.826134
3651,-46.83103
3652,-46.835037
3653,-46.841152
3654,-46.84663
3655,-46.851784
3656,-46.856155
3657,-46.86004
3658,-46.861736
3659,-46.862957
3660,-46.862663
3661,-46.86347
3662,-46.86283
3663,-46.865604
3664,-46.86767
3665,-46.872143
3666,-46.875145
3667,-46.880672
3668,-46.883823
3669,-46.887276
3670,-46.888046
3671,-46.88774
3672,-46.886734
3673,-46.886948
3674,-46.88839
3675,-46.892357
3676,-46.894
3677,-46.896736
3678,-46.89955
3679,-46.900063
3680,-46.900517
3681,-46.89952
3682,-46.898308
3683,-46.895756
3684,-46.894257
3685,-46.89174
3686,-46.89092
3687,-46.89365
3688,-46.89973
3689,-46.904446
3690,-46.910103
3691,-46.911198
3692,-46.912518
3693,-46.910862
3694,-46.91305
3695,-46.9121
3696,-46.912285
3697,-46.912434
3698,-46.913265
3699,-46.909126
3700,-46.907463
3701,-46.90105
3702,-46.898586
3703,-46.893543
3704,-46.890564
3705,-46.884987
3706,-46.87944
3707,-46.8729
3708,-46.868294
3709,-46.863277
3710,-46.861042
3711,-46.857193
3712,-46.85673
3713,-46.855625
3714,-46.8576
3715,-46.858692
3716,-46.8614
3717,-46.86121
3718,-46.858784
3719,-46.855667
3720,-46.850243
3721,-46.84336
3722,-46.835712
3723,-46.826797
3724,-46.819527
3725,-46.813496
3726,-46.81062
3727,-46.809494
3728,-46.808414
3729,-46.80797
3730,-46.80592
3731,-46.803608
3732,-46.802746
3733,-46.803505
3734,-46.80465
3735,-46.804726
3736,-46.8033
3737,-46.801838
3738,-46.80058
3739,-46.797195
3740,-46.793278
3741,-46.789524
3742,-46.787415
3743,-46.78593
3744,-46.784485
3745,-46.78271
3746,-46.78035
3747,-46.77894
3748,-46.780003
3749,-46.780716
3750,-46.781013
3751,-46.780758
3752,-46.78053
3753,-46.77826
3754,-46.77772
3755,-46.775673
3756,-46.77431
3757,-46.771736
3758,-46.77231
3759,-46.77233
3760,-46.775585
3761,-46.776196
3762,-46.778156
3763,-46.77567
3764,-46.7722
3765,-46.7665
3766,-46.76171
3767,-46.756306
3768,-46.754738
3769,-46.75283
3770,-46.754433
3771,-46.75625
3772,-46.76037
3773,-46.76301
3774,-46.765762
3775,-46.766285
3776,-46.76808
3777,-46.771614
3778,-46.7759
3779,-46.782074
3780,-46.78964
3781,-46.79709
3782,-46.805084
3783,-46.811855
3784,-46.816517
3785,-46.817802
3786,-46.817444
3787,-46.814957
3788,-46.810535
3789,-46.80421
3790,-46.798935
3791,-46.79492
3792,-46.792244
3793,-46.792084
3794,-46.79404
3795,-46.796017
3796,-46.797787
3797,-46.79856
3798,-46.79769
3799,-46.795975
3800,-46.793236
3801,-46.792484
3802,-46.791714
3803,-46.792656
3804,-46.795692
3805,-46.79875
3806,-46.799835
3807,-46.800285
3808,-46.798412
3809,-46.796963
3810,-46.792313
3811,-46.788578
3812,-46.783207
3813,-46.779793
3814,-46.77527
3815,-46.771214
3816,-46.767513
3817,-46.767708
3818,-46.76799
3819,-46.770927
3820,-46.773342
3821,-46.776768
3822,-46.778996
3823,-46.782764
3824,-46.78544
3825,-46.788734
3826,-46.791294
3827,-46.79419
3828,-46.795685
3829,-46.798233
3830,-46.80092
3831,-46.80334
3832,-46.805504
3833,-46.80855
3834,-46.81162
3835,-46.814877
3836,-46.81521
3837,-46.813896
3838,-46.81079
3839,-46.80636
3840,-46.800762
3841,-46.795
3842,-46.78827
3843,-46.78214
3844,-46.775356
3845,-46.769745
3846,-46.764515
3847,-46.761814
3848,-46.76074
3849,-46.76045
3850,-46.761242
3851,-46.763298
3852,-46.766815
3853,-46.77101
3854,-46.77672
3855,-46.78324
3856,-46.789707
3857,-46.7973
3858,-46.803215
3859,-46.807304
3860,-46.809086
3861,-46.810783
3862,-46.81271
3863,-46.815453
3864,-46.817753
3865,-46.820305
3866,-46.81795
3867,-46.79999
3868,-46.75146
3869,-46.665627
3870,-46.517223
3871,-46.310696
3872,-46.066097
3873,-45.753304
3874,-45.40537
3875,-45.064507
3876,-44.678055
3877,-44.32418
3878,-43.93831
3879,-43.56278
3880,-43.213264
3881,-42.842976
3882,-42.46734
3883,-42.129597
3884,-41.761715
3885,-41.393486
3886,-41.05618
3887,-40.710785
3888,-40.359455
3889,-40.01917
3890,-39.716763
3891,-39.405075
3892,-39.120243
3893,-38.822483
3894,-38.54686
3895,-38.303894
3896,-38.056595
3897,-37.84659
3898,-37.679295
3899,-37.56407
3900,-37.48436
3901,-37.446556
3902,-37.439884
3903,-37.460114
3904,-37.496502
3905,-37.545116
3906,-37.59302
3907,-37.645176
3908,-37.692657
3909,-37.729965
3910,-37.762074
3911,-37.78633
3912,-37.80158
3913,-37.812008
3914,-37.816944
3915,-37.812687
3916,-37.804775
3917,-37.794193
3918,-37.782608
3919,-37.767994
3920,-37.751945
3921,-37.732006
3922,-37.713326
3923,-37.695126
3924,-37.680683
3925,-37.664898
3926,-37.651093
3927,-37.635185
3928,-37.61804
3929,-37.60086
3930,-37.581383
3931,-37.562355
3932,-37.544632
3933,-37.52701
3934,-37.510685
3935,-37.49912
3936,-37.48616
3937,-37.47562
3938,-37.46678
3939,-37.46295
3940,-37.45875
3941,-37.458294
3942,-37.45671
3943,-37.455513
3944,-37.450554
3945,-37.44808
3946,-37.443573
3947,-37.44187
3948,-37.436058
3949,-37.432335
3950,-37.427883
3951,-37.42356
3952,-37.41498
3953,-37.40838
3954,-37.400772
3955,-37.396095
3956,-37.393654
3957,-37.392426
3958,-37.395046
3959,-37.39985
3960,-37.40613
3961,-37.41287
3962,-37.419
3963,-37.42413
3964,-37.430973
3965,-37.435932
3966,-37.4415
3967,-37.446945
3968,-37.45193
3969,-37.453743
3970,-37.45389
3971,-37.45315
3972,-37.451756
3973,-37.448612
3974,-37.44517
3975,-37.44293
3976,-37.444363
3977,-37.445843
3978,-37.44835
3979,-37.45051
3980,-37.454735
3981,-37.45775
3982,-37.460506
3983,-37.46046
3984,-37.45975
3985,-37.45915
3986,-37.460598
3987,-37.46469
3988,-37.471317
3989,-37.480553
3990,-37.490673
3991,-37.498207
3992,-37.502445
3993,-37.504044
3994,-37.50384
3995,-37.50547
3996,-37.507893
3997,-37.51316
3998,-37.520336
3999,-37.52946
4000,-37.536655
4001,-37.546646
4002,-37.55561
4003,-37.564766
4004,-37.574757
4005,-37.586254
4006,-37.597626
4007,-37.60852
4008,-37.615585
4009,-37.621967
4010,-37.624252
4011,-37.62579
4012,-37.623615
4013,-37.621426
4014,-37.619026
4015,-37.61692
4016,-37.613426
4017,-37.60774
4018,-37.60189
4019,-37.597034
4020,-37.591198
4021,-37.588604
4022,-37.586666
4023,-37.58248
4024,-37.578117
4025,-37.573563
4026,-37.568535
4027,-37.56418
4028,-37.56341
4029,-37.56304
4030,-37.563828
4031,-37.566868
4032,-37.57063
4033,-37.574886
4034,-37.5791
4035,-37.580585
4036,-37.58103
4037,-37.57678
4038,-37.57135
4039,-37.564182
4040,-37.558094
4041,-37.55511
4042,-37.55662
4043,-37.559746
4044,-37.565815
4045,-37.570107
4046,-37.5777
4047,-37.58103
4048,-37.5857
4049,-37.58572
4050,-37.587536
4051,-37.590176
4052,-37.596645
4053,-37.60167
4054,-37.61089
4055,-37.6162
4056,-37.621155
4057,-37.62139
4058,-37.620605
4059,-37.615234
4060,-37.609585
4061,-37.60001
4062,-37.591705
4063,-37.58208
4064,-37.577038
4065,-37.572548
4066,-37.56872
4067,-37.562202
4068,-37.558563
4069,-37.5537
4070,-37.552746
4071,-37.55508
4072,-37.562347
4073,-37.56844
4074,-37.572247
4075,-37.569473
4076,-37.56157
4077,-37.551937
4078,-37.544632
4079,-37.538067
4080,-37.532192
4081,-37.52759
4082,-37.52344
4083,-37.519047
4084,-37.51319
4085,-37.506424
4086,-37.500523
4087,-37.49619
4088,-37.49128
4089,-37.487137
4090,-37.484276
4091,-37.48183
4092,-37.480953
4093,-37.47976
4094,-37.479664
4095,-37.480404
4096,-37.481544
4097,-37.481503
4098,-37.482243
4099,-37.48209
4100,-37.48052
4101,-37.480164
4102,-37.47958
4103,-37.48062
4104,-37.48144
4105,-37.483868
4106,-37.487988
4107,-37.49157
4108,-37.493847
4109,-37.495922
4110,-37.49744
4111,-37.49736
4112,-37.49657
4113,-37.495243
4114,-37.49302
4115,-37.48885
4116,-37.48649
4117,-37.48319
4118,-37.479813
4119,-37.47368
4120,-37.46942
4121,-37.46498
4122,-37.463886
4123,-37.46364
4124,-37.463154
4125,-37.459755
4126,-37.457127
4127,-37.454697
4128,-37.454224
4129,-37.45148
4130,-37.44569
4131,-37.440567
4132,-37.438534
4133,-37.437756
4134,-37.439724
4135,-37.444496
4136,-37.452755
4137,-37.46464
4138,-37.478195
4139,-37.489887
4140,-37.497772
4141,-37.50555
4142,-37.51099
4143,-37.515495
4144,-37.51813
4145,-37.522545
4146,-37.52738
4147,-37.531292
4148,-37.533283
4149,-37.536312
4150,-37.537334
4151,-37.537334
4152,-37.53935
4153,-37.54355
4154,-37.550373
4155,-37.560745
4156,-37.57293
4157,-37.58369
4158,-37.593906
4159,-37.60224
4160,-37.606853
4161,-37.606956
4162,-37.602962
4163,-37.594418
4164,-37.58449
4165,-37.57353
4166,-37.565403
4167,-37.557026
4168,-37.553486
4169,-37.552612
4170,-37.56046
4171,-37.567596
4172,-37.579464
4173,-37.59175
4174,-37.60717
4175,-37.6156
4176,-37.624893
4177,-37.627644
4178,-37.628063
4179,-37.623215
4180,-37.622513
4181,-37.61738
4182,-37.62288
4183,-37.625507
4184,-37.633083
4185,-37.635498
4186,-37.640873
4187,-37.639687
4188,-37.638683
4189,-37.63451
4190,-37.634476
4191,-37.62893
4192,-37.626183
4193,-37.618725
4194,-37.61719
4195,-37.613235
4196,-37.60703
4197,-37.59805
4198,-37.59594
4199,-37.592102
4200,-37.591106
4201,-37.589245
4202,-37.587822
4203,-37.58684
4204,-37.58683
4205,-37.585083
4206,-37.58227
4207,-37.576103
4208,-37.569374
4209,-37.56094
4210,-37.551113
4211,-37.540955
4212,-37.534172
4213,-37.528576
4214,-37.527065
4215,-37.528564
4216,-37.531235
4217,-37.533657
4218,-37.535175
4219,-37.534374
4220,-37.531178
4221,-37.52543
4222,-37.514
4223,-37.499214
4224,-37.486095
4225,-37.476757
4226,-37.467766
4227,-37.45821
4228,-37.449688
4229,-37.4421
4230,-37.438854
4231,-37.43551
4232,-37.43616
4233,-37.43454
4234,-37.43728
4235,-37.43583
4236,-37.43583
4237,-37.43086
4238,-37.426434
4239,-37.41755
4240,-37.413467
4241,-37.410324
4242,-37.412197
4243,-37.414753
4244,-37.421005
4245,-37.42901
4246,-37.439545
4247,-37.445004
4248,-37.44941
4249,-37.44914
4250,-37.447166
4251,-37.442936
4252,-37.440258
4253,-37.43833
4254,-37.43884
4255,-37.44021
4256,-37.445843
4257,-37.450638
4258,-37.455975
4259,-37.459267
4260,-37.461487
4261,-37.46177
4262,-37.46229
4263,-37.4621
4264,-37.46515
4265,-37.468956
4266,-37.47534
4267,-37.48492
4268,-37.49292
4269,-37.49936
4270,-37.50432
4271,-37.508846
4272,-37.51292
4273,-37.515415
4274,-37.51643
4275,-37.516888
4276,-37.51667
4277,-37.517395
4278,-37.518017
4279,-37.520775
4280,-37.52186
4281,-37.520832
4282,-37.521233
4283,-37.520653
4284,-37.5193
4285,-37.51595
4286,-37.513145
4287,-37.510296
4288,-37.507114
4289,-37.506702
4290,-37.506283
4291,-37.504215
4292,-37.50118
4293,-37.49761
4294,-37.49381
4295,-37.49138
4296,-37.49015
4297,-37.490376
4298,-37.488087
4299,-37.488693
4300,-37.486412
4301,-37.47466
4302,-37.43626
4303,-37.368122
4304,-37.248737
4305,-37.068687
4306,-36.83546
4307,-36.537655
4308,-36.19328
4309,-35.838818
4310,-35.432762
4311,-35.02609
4312,-34.60608
4313,-34.21663
4314,-33.79775
4315,-33.410656
4316,-32.997684
4317,-32.583965
4318,-32.20984
4319,-31.809278
4320,-31.423952
4321,-31.079847
4322,-30.718325
4323,-30.379223
4324,-30.077248
4325,-29.774796
4326,-29.50383
4327,-29.255672
4328,-29.053219
4329,-28.87497
4330,-28.742462
4331,-28.627571
4332,-28.530191
4333,-28.445532
4334,-28.358145
4335,-28.272432
4336,-28.19653
4337,-28.122414
4338,-28.065487
4339,-28.028456
4340,-28.011488
4341,-28.021059
4342,-28.055883
4343,-28.113407
4344,-28.183718
4345,-28.270498
4346,-28.360077
4347,-28.437885
4348,-28.513279
4349,-28.573198
4350,-28.618307
4351,-28.654175
4352,-28.68178
4353,-28.696835
4354,-28.709356
4355,-28.716896
4356,-28.724586
4357,-28.727596
4358,-28.734594
4359,-28.738543
4360,-28.746952
4361,-28.750904
4362,-28.762335
4363,-28.771448
4364,-28.78377
4365,-28.794533
4366,-28.806696
4367,-28.811062
4368,-28.817638
4369,-28.818195
4370,-28.819931
4371,-28.820295
4372,-28.823929
4373,-28.826149
4374,-28.832415
4375,-28.835264
4376,-28.838354
4377,-28.839361
4378,-28.840328
4379,-28.838564
4380,-28.836796
4381,-28.833723
4382,-28.831888
4383,-28.829947
4384,-28.830275
4385,-28.827866
4386,-28.826073
4387,-28.822908
4388,-28.819822
4389,-28.81626
4390,-28.813063
4391,-28.81035
4392,-28.810268
4393,-28.812395
4394,-28.816235
4395,-28.823856
4396,-28.83141
4397,-28.84005
4398,-28.84751
4399,-28.853313
4400,-28.857397
4401,-28.858826
4402,-28.861095
4403,-28.865906
4404,-28.871128
4405,-28.877993
4406,-28.886793
4407,-28.894943
4408,-28.904612
4409,-28.913233
4410,-28.919392
4411,-28.923872
4412,-28.92732
4413,-28.929615
4414,-28.931728
4415,-28.932213
4416,-28.932816
4417,-28.931667
4418,-28.933775
4419,-28.936968
4420,-28.941055
4421,-28.943476
4422,-28.949194
4423,-28.952394
4424,-28.956587
4425,-28.958431
4426,-28.962145
4427,-28.964355
4428,-28.969748
4429,-28.972273
4430,-28.97673
4431,-28.976871
4432,-28.978573
4433,-28.976387
4434,-28.974365
4435,-28.971449
4436,-28.969357
4437,-28.966585
4438,-28.967056
4439,-28.96814
4440,-28.970678
4441,-28.972296
4442,-28.97347
4443,-28.971788
4444,-28.973047
4445,-28.973906
4446,-28.975172
4447,-28.975246
4448,-28.976074
4449,-28.974146
4450,-28.97196
4451,-28.968416
4452,-28.964695
4453,-28.961687
4454,-28.961596
4455,-28.961586
4456,-28.96118
4457,-28.959486
4458,-28.956959
4459,-28.953129
4460,-28.948055
4461,-28.944113
4462,-28.940487
4463,-28.937157
4464,-28.934662
4465,-28.93363
4466,-28.931976
4467,-28.930754
4468,-28.928997
4469,-28.928532
4470,-28.928753
4471,-28.929924
4472,-28.930061
4473,-28.931612
4474,-28.93258
4475,-28.936716
4476,-28.938723
4477,-28.942358
4478,-28.942825
4479,-28.945053
4480,-28.945
4481,-28.947144
4482,-28.947447
4483,-28.949924
4484,-28.95228
4485,-28.954987
4486,-28.953888
4487,-28.954744
4488,-28.952778
4489,-28.952423
4490,-28.950165
4491,-28.950449
4492,-28.946959
4493,-28.945356
4494,-28.941666
4495,-28.939898
4496,-28.937954
4497,-28.93714
4498,-28.936
4499,-28.935165
4500,-28.935024
4501,-28.935596
4502,-28.935436
4503,-28.933987
4504,-28.93105
4505,-28.926891
4506,-28.921412
4507,-28.915653
4508,-28.909515
4509,-28.903542
4510,-28.89865
4511,-28.89602
4512,-28.894373
4513,-28.894388
4514,-28.893856
4515,-28.892715
4516,-28.8907
4517,-28.888844
4518,-28.885931
4519,-28.881437
4520,-28.875446
4521,-28.870623
4522,-28.866642
4523,-28.86305
4524,-28.859734
4525,-28.85747
4526,-28.855026
4527,-28.854546
4528,-28.85268
4529,-28.85139
4530,-28.849714
4531,-28.849525
4532,-28.849758
4533,-28.849695
4534,-28.850342
4535,-28.852581
4536,-28.856142
4537,-28.859518
4538,-28.863993
4539,-28.870008
4540,-28.875275
4541,-28.880909
4542,-28.885357
4543,-28.889519
4544,-28.892035
4545,-28.89465
4546,-28.896194
4547,-28.897465
4548,-28.898054
4549,-28.898384
4550,-28.898779
4551,-28.898624
4552,-28.90037
4553,-28.902485
4554,-28.905989
4555,-28.910444
4556,-28.915297
4557,-28.920097
4558,-28.924068
4559,-28.925905
4560,-28.92641
