timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
39366462,21644006,32.387425,-117.076276,-0.13222182,-0.07793072,-9.048232,-0.0010998534,-0.0068369247,0,-0.16781305,0.040231735,-0.6772045,-0.6781891,-0.022203542,-0.023427267,-0.3981666,-5.7902784,-0.936982,4.6637907,0.3794541,13.434407,0.43529034,0.6772045,0.30199456,0.31195864,0.15805396,0.105682194,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
39471280,21644006,32.387425,-117.076276,-0.14785047,-0.074678876,-9.12546,-0.0010998534,-0.0068369247,0,-0.13223557,0.024134869,-0.69359756,-0.70134014,-0.022203542,-0.023427267,-0.3981666,-5.546385,5.3288503,-4.2759905,0.3788505,13.434407,0.5125179,0.69359756,0.29083303,0.311006,0.15338746,0.10521021,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
39575215,21644006,32.387425,-117.076276,-0.16012327,-0.07214174,-9.207969,-0.0010998534,-0.0068369247,0,-0.06639184,0.0024475546,-0.6883526,-0.70694864,-0.022203542,-0.023427267,-0.3981666,4.018543,2.5076606,1.1783398,0.38333228,13.434407,0.59502697,0.6883526,0.30287418,0.3117497,0.15808646,0.10579214,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
39672024,21644006,32.387425,-117.076276,-0.16576445,-0.07119166,-9.286914,-0.0010998534,-0.0068369247,0,-0.0015302683,-0.011540627,-0.6884498,-0.718091,-0.022203542,-0.023427267,-0.3981666,6.374125,-1.3228738,-2.7268183,0.3853514,13.434407,0.67397213,0.6884498,0.29062915,0.3101181,0.15301237,0.10517033,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
39776048,21644006,32.387425,-117.076276,-0.16559438,-0.071057126,-9.372958,-0.0010998534,-0.0068369247,0,0.027584078,-0.04111747,-0.6812944,-0.7230225,-0.022203542,-0.023427267,-0.3981666,-2.1897569,-9.94003,5.7277527,0.3873386,13.434407,0.76001644,0.6812944,0.3027621,0.3109352,0.15777707,0.105752096,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
39880918,21644006,32.387425,-117.076276,-0.16117066,-0.071910225,-9.46119,-0.0010998534,-0.0068369247,0,0.053359408,-0.020855974,-0.6935575,-0.7470634,-0.022203542,-0.023427267,-0.3981666,-4.923762,0.39663914,0.51032555,0.38902953,13.434407,0.8482485,0.6935575,0.29138047,0.30995694,0.15309353,0.10531252,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
39984843,21644006,32.387425,-117.076276,-0.15540259,-0.07284466,-9.549476,-0.0010998534,-0.0068369247,0,0.06999382,-0.026345536,-0.6799363,-0.7445873,-0.022203542,-0.023427267,-0.3981666,1.0253142,2.3694024,2.6308854,0.39194733,13.434407,0.9365339,0.6799363,0.30355823,0.31078982,0.15795694,0.10603779,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
40082456,21644006,32.387425,-117.076276,-0.14820917,-0.07403704,-9.631225,-0.0010998534,-0.0068369247,0,0.05528654,-0.025940504,-0.697829,-0.77111614,-0.022203542,-0.023427267,-0.3981666,-5.473283,3.3927808,-6.621076,0.3942948,13.434407,1.0182829,0.697829,0.290949,0.30917618,0.15254979,0.10545063,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
40186422,21644006,32.387425,-117.076276,-0.13948025,-0.07399602,-9.718053,-0.0010998534,-0.0068369247,0,0.079069845,-0.048517562,-0.6800488,-0.7610797,-0.022203542,-0.023427267,-0.3981666,6.0001745,-7.199767,3.2832546,0.39670086,13.434407,1.1051111,0.6800488,0.30319047,0.3100687,0.15733548,0.106134966,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
40283276,21644006,32.387425,-117.076276,-0.13275197,-0.07395515,-9.799288,-0.0010998534,-0.0068369247,0,0.0610375,-0.048561625,-0.6885345,-0.7764677,-0.022203542,-0.023427267,-0.3981666,8.288277,-7.5013356,1.1552645,0.39789832,13.434407,1.186346,0.6885345,0.29082364,0.3085065,0.152293,0.105537705,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
40387339,21644006,32.387425,-117.076276,-0.12698506,-0.074409075,-9.886541,-0.0010998534,-0.0068369247,0,0.047804832,-0.047057647,-0.6916319,-0.786562,-0.022203542,-0.023427267,-0.3981666,0.41720802,-6.3372674,-6.138686,0.3982845,13.434407,1.2735996,0.6916319,0.30296287,0.3093772,0.15716977,0.106336355,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
40492873,21644006,32.387425,-117.076276,-0.12431098,-0.07638366,-9.975735,-0.0010998534,-0.0068369247,0,0.029162897,-0.05816704,-0.69289035,-0.7946872,-0.022203542,-0.023427267,-0.3981666,5.207387,-0.3802532,2.424337,0.39720368,13.434407,1.362793,0.69289035,0.29160511,0.30847207,0.15235059,0.1059799,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
40588829,21644006,32.387425,-117.076276,-0.124451056,-0.07899641,-10.058025,-0.0010998534,-0.0068369247,0,0.02322461,-0.06988265,-0.68794376,-0.79485583,-0.022203542,-0.023427267,-0.3981666,5.271694,-11.419398,6.8196898,0.39868507,13.434407,1.4450836,0.68794376,0.3029272,0.30877355,0.15691285,0.10653299,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
